note-text,,,,,,,,,,,,note-text,
跟着学习一下,,,,,,,,,,,,太好看了吧！！,
我们村的,,,,,,,,,,,,好漂亮的村子，房屋都好新,
苏州绿化带想别别苗头，哈哈,,,,,,,,,,,,哇，这是苏州哪里啊，好美好美,
博士后吧,,,,,,,,,,,,,
太羡慕了 黑龙江还在看雪花,,,,,,,,,,,,雪花也是花??,
哈哈哈 哪里都是花海,,,,,,,,,,,,第三张那个镜子厉害了 真的是油画的感觉,
各区都在比谁交的税好看,,,,,,,,,,,,交都交了好看就重要起来了哈哈哈,
,,,,,,,,,,,,这个只能说花挺多的，但是没有啥美感,
,,,,,,,,,,,,哪里啊,
,,,,,,,,,,,,哇这是哪里,
有幸在去年春天逛了青年公园，审美太高级了,,,,,,,,,,,,说的是共青森林公园么？,
新鲜出炉,,,,,,,,,,,,这是哪里啊 好可爱,
真好看,,,,,,,,,,,,祝你生日快乐????????,
特别美！,,,,,,,,,,,,大宁公园吗,
有点过分了你们！作为东三省的狂热园艺爱好者、花痴看的心嫉妒的颤抖！,,,,,,,,,,,,我婆婆是吉林人，来了上海种了满阳台的花，小区有个园艺志愿者队还给她送花苗，开心坏了,
真好看，过年去上海，看到绿化带里都是冬青，真好看，居然用这么贵的花，居然没人偷,,,,,,,,,,,,这可不兴偷啊,
第一次在现实里看见美得发光的郁金香,,,,,,,,,,,,今年上海巨多郁金香啊,
,,,,,,,,,,,,小哥哥好有才，帅吗,
绿化真的好看哎，不是绿化带是公园,,,,,,,,,,,,这是哪个公园,
谁懂冬天走在路上看到冬青在绿化带里的震惊,,,,,,,,,,,,有被震撼到，咱这边随便一棵北美冬青都要一两百，沪爷种绿化带，随街可见，那叫一个豪横。,
,,,,,,,,,,,,这是哪里？？好美,
,,,,,,,,,,,,杨浦滨江，我也拍啦,
我们家也学习了一下,,,,,,,,,,,,像油画，花再多点就更美了,
今天刚在中山公园拍的,,,,,,,,,,,,粉紫色系配色绝绝子,
杨浦的,,,,,,,,,,,,娇艳欲滴,
上海到底花了多少钱买花啊？季季换……,,,,,,,,,,,,哪里季季啊，月月换,
请问，最矮的量最多的花叫什么名字啊？,,,,,,,,,,,,有好几种。第一张的矮矮的那个叫角堇，第二张图里面的矮矮的应该是安徽雨叶报春，第三张的矮矮那个应该是虎耳草，有不同颜色。我猜应该是,
,,,,,,,,,,,,这个不错，是哪里,
今天早上在上海回辽宁 沿途拍的照片（有雾）,,,,,,,,,,,,哈哈看到第二张我忍不住笑喷了。不是故意的，实在没忍住。欢迎经常来魔都赏花，每个季节都有不同的风景，半个月一换,
??！,,,,,,,,,,,,小猫这姿势超模腿,
,,,,,,,,,,,,还没来得及去迪士尼，迪士尼换花可勤快了,
,,,,,,,,,,,,是杨高路世纪大道口那里的砂岩广场,
看到这些真的又忍不住吐槽大宁公园把郁金香种地一半的样式，毫无搭配,,,,,,,,,,,,营造花海的意境,
北外滩不仅好看还被香晕，应该是中了状元戴花游街,,,,,,,,,,,,迪士尼才是百花齐放，每周一逛,
每当这个时候北京Ip就沉默了。。。,,,,,,,,,,,,北京温榆河公园，今天早上拍的。主要还是南北气候差异大，北京干旱少雨，花和树的养护成本太高了。,
这一片是你纳的税,,,,,,,,,,,,纳都纳了，还是整好看点吧,
今天在苏州河边上 看见韭菜了…,,,,,,,,,,,,别是紫娇花哦,
外滩,,,,,,,,,,,,真的超级美,
太美啦，明年我的小院也这么种,,,,,,,,,,,,,
真的很豪横，我儿子都不让我买花了，说多看看绿化带就行了,,,,,,,,,,,,,
上周去上海出差，给同事拍的闪闪发光的各色郁金香，同事说是假的,,,,,,,,,,,,昨天的,
,,,,,,,,,,,,第二张黄黄的是啥,
好多虞美人！,,,,,,,,,,,,,
以前春天总想去山里转转，现在每周末去城区随便哪个路口都搭配的很舒服，令人心旷神怡,,,,,,,,,,,,是的，还故意做成错落有致，有山坡的样子！哪知道其实都是平地啊，故意造的，笑喷。,
浦东芳甸路锦绣路口,,,,,,,,,,,,好看,
松江路边,,,,,,,,,,,,我家楼下,
马路旁边,,,,,,,,,,,,小区楼下就有哈哈哈,
最后一张黄色的是什么花？,,,,,,,,,,,,蝴蝶花毛茛,
,,,,,,,,,,,,中山公园门口今年确实好看,
这颜色配的很搭呢,,,,,,,,,,,,,
小公园随手拍拍，都美滴很,,,,,,,,,,,,主要是春天来啦,
好漂亮,,,,,,,,,,,,,
南方城市的绿化带不是考研就是考博，再看看我们大天津，绿化带跟考幼儿园一样，就一天天跟那个边道砖和美缝玩儿命,,,,,,,,,,,,没办法，人家南方气候对植物天然优越,
随便一个公园都很好看,,,,,,,,,,,,是的是的,
上海近年来绿化工程确实还是不错的 尤其是利用街道口和马路边上的绿化带,,,,,,,,,,,,对的，现在上海都在弄街角公园或者口袋公园，就是利用路口的一小块空地，见缝插针地布置绿化,
话说你为什么要跑进绿化带里,,,,,,,,,,,,,
没办法，江浙沪是在太卷了,,,,,,,,,,,,江浙沪自古富庶之地,
我们的税开得真好！,,,,,,,,,,,,税花开的好啊,
我家牡丹得出去为北方地区挣点面子,,,,,,,,,,,,,
江浙沪绿化带都要考研的，还得考博,,,,,,,,,,,,,
配色很高级,,,,,,,,,,,,,
第一次去上海，绿化带给我的感觉就很惊喜，一看就是有钱人家的绿化带,,,,,,,,,,,,,
这种错落有致的组合 比以前 单一种类花种一片 要好看,,,,,,,,,,,,,
感谢昆明,,,,,,,,,,,,感谢交税的自己吧,
真的，我很想偷点回来,,,,,,,,,,,,,
哈哈哈哈 读博,,,,,,,,,,,,,
这是哪个园艺设计师的作品，你给我站出来！！！接受表扬??,,,,,,,,,,,,,
小区门口的冬青总在考验我的道德感,,,,,,,,,,,,,
奇迹花园,,,,,,,,,,,,又种上花了哈哈,
是绿化带吗,,,,,,,,,,,,,
春天的花花世界呀,,,,,,,,,,,,,
普陀区表示？,,,,,,,,,,,,表示不服！那请亮剑,
什么时候花谢换花，想去收！！！,,,,,,,,,,,,,
好漂亮，五颜六色的 看着心情都变好啦,,,,,,,,,,,,,
路边的花箱，一年到头不重样，还不是随便都种啥，是配好的高低错落颜色搭配,,,,,,,,,,,,,
上海到处是美景,,,,,,,,,,,,,
现在商场的绿化也搞得好有格调有档次，我喜欢,,,,,,,,,,,,,
是手机拍的吗？每一张都是屏保啊,,,,,,,,,,,,是的，出门散步没想着带相机,
游人稀少的扬浦滨江也是如此绚丽，晚饭后散步心旷神怡。,,,,,,,,,,,,杨浦滨江也去啦，前几天发了小红书,
上海也太浪漫了吧！周末要去打卡看看,,,,,,,,,,,,,
,,,,,,,,,,,,这是哪呀,
,,,,,,,,,,,,也show一个,
上海真的很美！,,,,,,,,,,,,严重同意??,
花镜,,,,,,,,,,,,,
考公,,,,,,,,,,,,,
好漂亮啊,,,,,,,,,,,,,
北京市政能不能去交换学习学习,,,,,,,,,,,,北京学的再好气候不给力也白搭,
P12的矮花，我家也种了,,,,,,,,,,,,是叫羽叶报春吗,
明天放的早我就去拍bjd,,,,,,,,,,,,哦哦哦哦哦好！,
鲁冰花是哪个？,,,,,,,,,,,,昂～谢谢！,
就这一点点而且人非常之多还有很多老头子在旁边抽烟跳舞外放音乐,,,,,,,,,,,,再美的地方，只要沾上网红、打卡，就和欣赏风景无缘了。人人人从从从众众众……,
评论区好美,,,,,,,,,,,,,
懂行的说说这要花多少钱,,,,,,,,,,,,,
世纪公园的,,,,,,,,,,,,,
好美,,,,,,,,,,,,,
晚上拍也给我美惨了,,,,,,,,,,,,,
我们厂门口的花坛也有这韵味呢，下次繁花盛开的时候也晒图,,,,,,,,,,,,,
哇塞，好美,,,,,,,,,,,,,
清明节去不知道还有没有,,,,,,,,,,,,,
苏州请求出战,,,,,,,,,,,,,
我们已经博士后了,,,,,,,,,,,,,
门口有我喜欢的绣球 哈哈哈哈,,,,,,,,,,,,,
xhs怎么知道我刚拍了,,,,,,,,,,,,,
和平公园外,,,,,,,,,,,,,
我家小区后门外的公园,,,,,,,,,,,,,
宝山有推荐吗,,,,,,,,,,,,,
中环绿廊的莫奈花园，靠近漕宝路。,,,,,,,,,,,,,
十里洋场，花花世界,,,,,,,,,,,,,
可能设计师上过研究生,,,,,,,,,,,,,
卷起来，大家都卷起来哈哈哈,,,,,,,,,,,,,
这个季节的上海遍地都是花,,,,,,,,,,,,,
我们小区里一个姐姐种的,,,,,,,,,,,,,
,,,,,,,,,,,,,
冬天去看一下 全部都是枯草,,,,,,,,,,,,,
都很美,,,,,,,,,,,,,
,,,,,,,,,,,,,
自己家or太子湾公园,,,,,,,,,,,,,
哈哈哈哈哈哈，真的,,,,,,,,,,,,，上海绿化带的fafa都贵而美还要凹造型,
税花又开了,,,,,,,,,,,,,
礼貌求图,,,,,,,,,,,,,
好好看呀,,,,,,,,,,,,,
确实，太有钱了,,,,,,,,,,,,,
春天这么美好。我们牛马应该出去咀嚼这些花草，而不是在办公室加班…,,,,,,,,,,,,没关系的 牛马上班路上经常咀嚼,
唉羡慕嫉妒恨一起涌过了,,,,,,,,,,,,,
我的小阳台也来参展,,,,,,,,,,,,,
共青也不错哈哈哈,,,,,,,,,,,,,
天津ip 表示羡慕了,,,,,,,,,,,,,
每周去浦东青少年活动中心，那边绿化带也极美。不过上海现在就是到处都很美，大家都说因为和云南结对子的原因就是,,,,,,,,,,,,,
能给原图吗？想做壁纸,,,,,,,,,,,,,
富人看花，穷人眼睛看花了,,,,,,,,,,,,,
徐家汇的绿化带也蛮好看的,,,,,,,,,,,,,
上海绿化带的审美真的可以的,,,,,,,,,,,,,
真舍得花钱啊,,,,,,,,,,,,,
只要有钱堆砌，每个园艺人都能成为设计师,,,,,,,,,,,,,
我盲猜：混种便宜,,,,,,,,,,,,,
能往浦东种点吗,,,,,,,,,,,,,
我跟你们这些上海的人拼了,,,,,,,,,,,,,
抄作业明年种,,,,,,,,,,,,,
这简直就是《我的花园》现实版,,,,,,,,,,,,,
,,,,,,,,,,,,,
竟然还有松鼠,,,,,,,,,,,,,
,,,,,,,,,,,,,
不是研究生怎么进环卫部门,,,,,,,,,,,,,
,,,,,,,,,,,,,
杭州绿化带不服,,,,,,,,,,,,,
今天的辰山植物园里面路边,,,,,,,,,,,,,
长宁区的纳税人们，你们的钱开花了。哈哈哈哈,,,,,,,,,,,,,
哈哈，今天家门口北外滩遛弯的绿化带,,,,,,,,,,,,,
好好好，这个作业抄起来，正愁月季和郁金香周围的地面上光着不好看,,,,,,,,,,,,,
我家院子申请出战,,,,,,,,,,,,,
昨天从上海回来，还和家人感慨，上海路边的花也太好看了,,,,,,,,,,,,,
,,,,,,,,,,,,,
这是在哪拍的，太漂亮了,,,,,,,,,,,,,
,,,,,,,,,,,,,
我们苏州太仓浏河边上的迎春花，还有藏在树叶里的迎春花，昨天散步拍的,,,,,,,,,,,,,
配色审美真的无敌，希望广州能好好学学。虽然广州不缺花，但配色上经常土土的,,,,,,,,,,,,,
哇，好美！,,,,,,,,,,,,,
审美一流,,,,,,,,,,,,,
我们学校的,,,,,,,,,,,,,
纳税人纳的税,,,,,,,,,,,,,
好春天啊～,,,,,,,,,,,,,
是云南扶贫项目,,,,,,,,,,,,,
紫罗兰真的很臭,,,,,,,,,,,,,
错落有致,,,,,,,,,,,,,
好美,,,,,,,,,,,,,
配色真的好看,,,,,,,,,,,,,
沪爷是真有钱。春节在上海过，郁金香、北美冬青随处可见。,,,,,,,,,,,,,
拍的邻居家春天,,,,,,,,,,,,,
好美，姹紫嫣红的具象化,,,,,,,,,,,,,
好看是好看，但时间最多半个月吧？,,,,,,,,,,,,,
感觉两广的绿化带又好看又省钱,,,,,,,,,,,,,
小区里爱花邻居种的??,,,,,,,,,,,,,
啊不行 我想带着????冲过去,,,,,,,,,,,,,
有钱，有心，有审美,,,,,,,,,,,,,
今年如约而至,,,,,,,,,,,,,
好美啊,,,,,,,,,,,,,
还种什么花，直接去公园，路边看绿化带！,,,,,,,,,,,,,
花镜做的越来越好看,,,,,,,,,,,,,
现在是郁金香的季节,,,,,,,,,,,,,
,,,,,,,,,,,,,
花镜美不胜收，财力一览无余,,,,,,,,,,,,,
好美,,,,,,,,,,,,,
怪好看的,,,,,,,,,,,,,
色彩真好,,,,,,,,,,,,,
,,,,,,,,,,,,,
经费在燃烧,,,,,,,,,,,,,
我这里的绿化带只有狗屎,,,,,,,,,,,,,
好美！上海人也太幸福了吧,,,,,,,,,,,,,
,,,,,,,,,,,,,
我们公司,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
上海的绿化带确实精致，那天在徐家汇经过，感觉到了园艺世界，审美很上海,,,,,,,,,,,,,
上海的花艺真的是好美，这是复旦耳鼻喉医院里面的花都这么美！,,,,,,,,,,,,,
上海奉贤一个小广场上的郁金香,,,,,,,,,,,,,
我的税在开花,,,,,,,,,,,,,
洋牡丹也很好看～,,,,,,,,,,,,,
我还是更喜欢深圳那种随地丢弃的大如人脸的海芋,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
襄阳公园,,,,,,,,,,,,,
钱也分一点 修修马路  路烂的坑坑洼洼,,,,,,,,,,,,,
大宁这里,,,,,,,,,,,,,
哈哈，文案太幽默啦,,,,,,,,,,,,,
粉粉的rmb,,,,,,,,,,,,,
好看,,,,,,,,,,,,,
上海的绿化带都考过研。。。,,,,,,,,,,,,,
徐家汇已经撤掉了，路上还有,,,,,,,,,,,,,
太美了,,,,,,,,,,,,,
定点扶贫项目，从云南运过来的,,,,,,,,,,,,,
城里真好,,,,,,,,,,,,,
,,,,,,,,,,,,,
路边的洋水仙,,,,,,,,,,,,,
上海一年四季都是这样的，毕竟市民贡献了那么多税,,,,,,,,,,,,,
考研？不，她要老公！,,,,,,,,,,,,,
税没白交,,,,,,,,,,,,,
人均花匠,,,,,,,,,,,,,
现在叫花境,,,,,,,,,,,,,
我们小区外小河边的花坛。不是景区，只是普通的小河边。城市绿化一年四季在换花。,,,,,,,,,,,,,
桂林公园地铁站,,,,,,,,,,,,,
合区税金大比拼第一现场,,,,,,,,,,,,,
我那天也拍了。但是没对焦到郁金香,,,,,,,,,,,,,
真的好好看,,,,,,,,,,,,,
也太幸福了吧,,,,,,,,,,,,,
哈哈哈考研的 花花们,,,,,,,,,,,,,
这是云南对口支援成果，各位批评的注意了。,,,,,,,,,,,,,
比萧山差远了。,,,,,,,,,,,,,
爷爷奶奶在世的时候，每天去那里锻炼,,,,,,,,,,,,,
无锡马路花坛，满满的虞美人,,,,,,,,,,,,,
长宁绿道路边那也是这种，看到师傅这几天新换的花，是长宁统一设计的园艺么,,,,,,,,,,,,,
啊。。这不是随处可见吗,,,,,,,,,,,,,
能返还我点纳税钱不，看了好心疼,,,,,,,,,,,,,
应该是考过研吧,,,,,,,,,,,,,
路边的那种口袋公园哦，真的一年四季勤勤恳恳各种花换来换去，换来换去,,,,,,,,,,,,,
粉紫色很美的，再加点白、加点黄，美绝了,,,,,,,,,,,,,
夏天的时候也是极美,,,,,,,,,,,,,
南通稍逊一筹,,,,,,,,,,,,,
真漂亮，五彩缤纷的,,,,,,,,,,,,,
普陀大概是看不到这样的场景了,,,,,,,,,,,,,
我们的祖国是花园，花园的花儿更鲜艳。,,,,,,,,,,,,,
真的，上周末去了一次上方山，那叫一个恨啊，感觉很不值，还是我魔都的优秀，绿化带也不差,,,,,,,,,,,,,
这才是春天应该有的模样,,,,,,,,,,,,,
去国外考察过,,,,,,,,,,,,,
真的好好看，今年的造景绝了,,,,,,,,,,,,,
中山公园花可能没有那么那么大批量 但是颜色和品种搭配得很好看,,,,,,,,,,,,,
交的税开花了,,,,,,,,,,,,,
园丁都是莫奈粉丝,,,,,,,,,,,,,
都是贵货,,,,,,,,,,,,,
爱了,,,,,,,,,,,,,
中山公园大草坪,,,,,,,,,,,,,
静安雕塑公园，颜色真得很好看，不再是大红大绿了,,,,,,,,,,,,,
能认全也很牛，绿化带的花花草草都写个名字吧,,,,,,,,,,,,,
你拍这么美，我看是你想考研,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Iapm,,,,,,,,,,,,,
啊啊啊好美啊！美不胜收赏心悦目，我好爱我好爱啊！我可爱花了,,,,,,,,,,,,,
也是上海中山公园,,,,,,,,,,,,,
,,,,,,,,,,,,,
师范大学门口,,,,,,,,,,,,,
这个色彩搭配，博士学位也可以授予了,,,,,,,,,,,,,
果然还是钱最好看,,,,,,,,,,,,,
备考了一年就等这个时候了,,,,,,,,,,,,,
到处都是,,,,,,,,,,,,,
陪一个交大钱学森门口～,,,,,,,,,,,,,
这就是花园的,,,,,,,,,,,,,
好看,,,,,,,,,,,,,
,,,,,,,,,,,,,
好美啊,,,,,,,,,,,,,
这不是绿化带，这是公园范围，这个公园每年几千万的预算…不做成这样才不正常,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
要考交大,,,,,,,,,,,,,
,,,,,,,,,,,,,
好好看，五颜六色的居然也很和谐，美丽,,,,,,,,,,,,,
奶油色紫罗兰好看,,,,,,,,,,,,,
徐家汇,,,,,,,,,,,,,
,,,,,,,,,,,,,
郁金香要谢了，羽扇豆这么快就出来了呀,,,,,,,,,,,,,
好看,,,,,,,,,,,,,
