data_year,district,park_addr,park_area,park_name
2023,虹口区,杨树浦路平凉路路口,4500,知春园
2023,闵行区,沪闵路颛盛路西南角,5000,沪闵沁芳园
2023,宝山区,宝菊路西侧（菊联路-菊太路）,5037,宝菊小游园
2023,金山区,沪杭公路（蒙山路-富川路）南侧,6023,富蒙花园
2023,青浦区,万寿路万寿二路路口,2050,尚美文化园
2023,青浦区,胜利路翡翠国际花园东南侧,4024,翠香花园
2024,浦东新区,东绣路锦和路西北角,8000,东锦园
2024,浦东新区,南祝路人民东路路口,3500,佳华园
2024,浦东新区,沪南公路康桥路西南角,7995,汇康苑
2024,浦东新区,栖山路居家桥路西南角,4931,金杨栖园
2024,徐汇区,零陵路天钥桥路路口,4600,天钥桥路小游园
2024,徐汇区,浦北路375号,9527,康健绿苑
2024,长宁区,凯旋路凯田路东南角,3000,凯旋绿地
2024,长宁区,长宁路芙蓉江路东南角,4045,镜花园
2024,普陀区,真北路近华灵路,3600,玉兰园（普陀）
2024,闵行区,地铁1号线外环路,8900,地铁愉悦花园
2024,闵行区,沪闵路以西，申北路以北,6100,金竹休闲绿地
2024,闵行区,沪青平公路吴宝路路口,5000,启航花园
2024,闵行区,中春路东侧闵松路北200米,3148,鸣翠园
2024,闵行区,都庄路春都路东南角,3032,莲心公园
2024,闵行区,碧江路502弄东大门至居民楼,1625,碧波园
2024,闵行区,春申路南侧（梅强路-集心港）,3070,陇溪花园
2024,宝山区,长江西路东茭泾西北角,4844,弘园
2024,嘉定区,沪宜公路叶城路东北角,6400,杉林绿洲
2024,金山区,蒙山路沪杭公路路口,3600,临蒙花园
2024,青浦区,公园东路华乐路西北角,2150,桃李园
2024,崇明区,堡镇中路向阳路东南角,1725,堡镇文广花园
2024,崇明区,新申公路新开河路东南角,4907,新河文化花园
2024,浦东新区,鹤沙路鹤恒路西南角,7998,夏逐园
2021,静安区,石门一路南京西路西南角,1745,同福花园
2021,普陀区,中山北路光新路东南角,2230,明珠园
2021,杨浦区,源泉路150号,3800,唐家塔街心花园
2021,闵行区,地铁1号线外环路,8900,地铁愉悦花园
2021,闵行区,永德路北侧、樱桃河路东侧、吴泾派出所西侧,4211,吴泾永德花园
2021,青浦区,万寿一路以南，万寿路以东,3485,万寿小花园
2021,崇明区,鼓浪屿路（育麟桥路至乔松路）,9800,崇州佳苑街心公园
2022,浦东新区,东方路近东三里桥路(东方路2121号旁),3900,南码头花园
2022,浦东新区,杨思路东侧（杨思港-灵岩南路）,2300,田心花园
2022,徐汇区,中山南二路151号,1152,报业花园
2022,徐汇区,漕溪立交西北侧,8300,乐汇小游园
2022,徐汇区,斜土路零陵路路口,2719,星游城花园
2022,长宁区,北翟路哈密路路口,3923,斑马绿地
2022,普陀区,铜川路南侧（真华南路-大场浦河）,7741,静宁花园
2022,普陀区,真北路华灵路路口,1478,桃花源
2022,虹口区,临平北路101号,1800,临平绿地
2022,虹口区,昆明路唐山路路口,2030,下海庙花园
2022,闵行区,沪闵路、莘松路交叉口东南角,9069,母亲林休闲园
2022,嘉定区,德丰路望园南路东北角,2000,德园
2022,松江区,嘉松公路西侧、大学城地铁站跨线桥北侧,6000,三湘园
2023,浦东新区,世纪大道东侧近杨高路,3615,世纪大道栾树园
2023,浦东新区,上南路浦东南路东南角,2000,观渡
2023,浦东新区,凌兆五村居委东侧,3370,吾佳园
2023,浦东新区,新川路南侧护城河东侧,5800,古城公园
2023,黄浦区,长乐路陕西南路,2300,馨园
2023,徐汇区,漕溪路地铁站3号口,6234,漕溪花园
2023,长宁区,虹桥路中山西路路口（第一中级人民法院对面）,2588,松枫园
2023,普陀区,古浪路桃浦西路东南角,2714,彩丘园
2023,普陀区,大渡河路怒江北路东北角,7345,怒江北路花园
2023,杨浦区,淞沪路与智星路之间、政民路北侧,4466,缤纷广场
2023,闵行区,季乐路（双鹤浦港西侧）,9850,乐泰滨河公园
2023,闵行区,罗秀路龙里路路口,3018,龙里怡景园
2023,宝山区,美文路北侧、规划罗店路西侧,24900,美文路小游园
2023,宝山区,尚北路福双路西北角,4790,福尚小游园
2023,嘉定区,嘉定城墙遗址（西水关）南侧30米,3400,栖霞苑
2023,奉贤区,南桥镇人民政府东侧,1668,丹枫园
2023,金山区,金山大道卫零北路东北角,4678,金电花园
2023,青浦区,青舟路华民路路口,3991,华民花园
2023,崇明区,新海镇新建港河跃进公路西北角,3060,跃进紫藤花园
2023,崇明区,横沙乡反帝圩水闸东侧,7905,反帝圩公园
2024,浦东新区,东方路近东三里桥路(东方路2121号旁),3900,南码头花园
2024,浦东新区,保利浦开金融中心南侧,4109,花木湾
2024,黄浦区,淮海中路、重庆南路口,4250,四明里绿地
2024,虹口区,长治路大名路东南角,3114,寻彩园
2024,虹口区,新市北路1501弄,2370,新静园
2024,闵行区,南辅路北侧,6600,南辅彩之园
2024,闵行区,叶家桥路鹤坡路东北角,4320,同心园
2024,闵行区,浦连路南侧、浦航幼儿园西侧,2090,童里花园
2024,闵行区,莲花路张家塘东北角,4958,乐水花园
2024,闵行区,合川路延安高架路西南角,3050,源起虹桥
2024,奉贤区,百富路百通路西南角,3000,闲趣园
2024,松江区,岳阳街道方舟园居委会北侧,4151,方舟园
2024,金山区,金一东路北侧（卫零路-沪杭公路）,3082,绣球花园
2024,崇明区,横沙乡反帝圩水闸东侧,7905,反帝圩公园
2024,浦东新区,政海路人民东路西北角,9327,来秋园
2024,浦东新区,鹤雷路鹤恒路西北角,7973,秋望园
2021,普陀区,兰溪路、枣阳路东北角,1100,曹村源园
2021,杨浦区,国伟路交叉路口,5500,国伟路公共绿地
2021,宝山区,通南路长江南路西南侧,2938,小五角花园
2021,浦东新区,世纪大道东侧近杨高路,3615,世纪大道栾树园
2021,金山区,沪杭公路金一东路路口,3400,月亮湾花园
2021,松江区,西林北路荣乐中路东北角,3000,民乐花园
2021,奉贤区,百富路百通路西南角,3000,闲趣园
2022,浦东新区,凌兆五村居委东侧,3370,吾佳园
2022,黄浦区,南临交通银行、西临中山南路东接外马路,1616,藤蔓花园
2022,长宁区,虹桥路1980号,13300,青春小游园
2022,静安区,胶州路安远路路口,970,音花园
2022,虹口区,长治路大名路东南角,3114,寻彩园
2022,嘉定区,棋盘路永靖路路口,1097,蝶来谷
2022,崇明区,鼓浪屿路（育麟桥路至乔松路）,9800,崇州佳苑街心公园
2023,浦东新区,世纪大道（浦东南路-南泉北路）,9000,世纪大道樱花园
2023,浦东新区,川环南路南侧（川沙路-川黄路）,6400,古乐园
2023,黄浦区,董家渡路以南、会馆街以北、青龙桥街以东,3500,董家渡百草园
2023,徐汇区,桂林路桂林西街路口,1700,五月花园
2023,徐汇区,富民路长乐路路口,950,田汉花园
2023,普陀区,兰溪路、枣阳路东北角,1100,曹村源园
2023,奉贤区,运河北路环城西路东北角,3440,玉兰园
2023,松江区,文翔路辰塔路西北角,5530,鹿麓园
2023,金山区,卫零路龙胜路路口,2276,玲珑花园
2024,静安区,石门一路南京西路西南角,1745,同福花园
2024,静安区,胶州路安远路路口,970,音花园
2024,静安区,江场西路501号东侧,5462,半里绿廊
2024,普陀区,兰溪路、枣阳路东北角,1100,曹村源园
2024,闵行区,七莘路东淀浦河北,3584,精致花园
2024,宝山区,陈功路潘泾路西北角,6265,陈功路小游园
2024,嘉定区,墅沟路澄浏中路西北角,4596,润苑
2024,崇明区,长兴镇东至兴冠路，西至兴甘路，南至长泉路，北至潘圆公路,6220,海港新绿
2024,浦东新区,杨高中路枣庄路西北角,4324,枫景园
2024,浦东新区,北横河鹤恒路西南角,7937,冬归园
2021,徐汇区,肇嘉浜路（陕西南路-大木桥路）,1600,嘉善路小游园
2021,奉贤区,泽丰路泽园路东南角,900,泽园
2022,浦东新区,杜鹃路海桐路东北角,4750,花木月季园
2022,浦东新区,川环南路华戴路东南角,4664,川舟园
2022,徐汇区,兴国路、湖南路、高邮路交汇处,7396,兴国小游园
2022,静安区,光复路梅园路西北角,2781,问秋园
2022,闵行区,东川路、金平路西南角,6800,银杏公园
2022,金山区,卫零路龙胜路路口,2276,玲珑花园
2023,浦东新区,东绣路锦和路西北角,8000,东锦园
2023,浦东新区,杨高中路民生路西北侧,4790,思贤园
2023,浦东新区,云鹃路香竹路东南角,7100,湖滨天地（临港新片区）
2023,黄浦区,重庆南路、南昌路西南角,3700,玉兰园
2023,普陀区,祁连山南路云岭西路东南角,9284,祁云花园
2023,虹口区,长治路大名路东南角,3114,寻彩园
2023,杨浦区,宁国路内环高架旁，紧邻河间路,3929,红蓝花园
2023,杨浦区,兰州路丹阳路东北角,1764,双梅花园
2023,宝山区,陈功路潘泾路西北角,6265,陈功路小游园
2023,松江区,嘉松公路西侧、大学城地铁站跨线桥北侧,6000,三湘园
2023,青浦区,万寿一路以南，万寿路以东,3485,万寿小花园
2023,青浦区,海盈路卫中路西南角,1056,松枫苑
2023,崇明区,港西镇双颂公路北侧，陈龙章故居南侧,1145,古韵双津园
2024,浦东新区,海桐路樱花路路口,3600,古蜡梅园
2024,黄浦区,河南南路中华路东北侧,3460,花漾园
2024,黄浦区,西藏南路龙华东路,2502,镜面花园
2024,徐汇区,华济路望月路路口,6800,望月园
2024,长宁区,虹桥路1980号,13300,青春小游园
2024,普陀区,祁连山南路云岭西路东南角,9284,祁云花园
2024,虹口区,水木年华小区（广灵四路866号）北面,7400,水木年华北块绿地
2024,闵行区,沪闵路、莘松路交叉口东南角,9069,母亲林休闲园
2024,宝山区,沪联路韶山路东南角,1415,秋意苑
2024,宝山区,长江西路康宁路东北角,6243,芯园
2024,奉贤区,德丰路望园南路东北角,2000,德园
2024,奉贤区,南中路立新路东南角,3010,中街花园
2024,金山区,龙轩路海丰路西南角,5546,海丰花园
2024,金山区,沪杭公路（蒙山路-富川路）南侧,6023,富蒙花园
2024,崇明区,港沿镇合五公路草港公路西南角,5400,黄杨源小游园
2024,崇明区,绿华镇明珠湖公园大门东侧，三华公路南侧,3148,海棠园   
2024,崇明区,三双公路协定公路西南侧,5745,绿森康健园
2024,奉贤区,运河北路环城西路东北角,3440,玉兰园
2021,静安区,南京西路永源路路口,4257,永源浜花园
2022,黄浦区,董家渡会馆街38号,4716,商船会馆花园
2022,普陀区,礼尚路礼泉路东南角,3240,礼泉园
2022,虹口区,汶水东路29号,3596,汶景园
2022,闵行区,G50北、航东路西,5000,航东春沁园
2022,闵行区,浦秀路江月路东南角,5000,锦逸园
2022,宝山区,牡丹江路东侧、水产路北侧,24100,西家浜绿地
2022,宝山区,陈功路潘泾路西北角,6265,陈功路小游园
2022,金山区,沪杭公路金一东路路口,3400,月亮湾花园
2022,青浦区,城中西路海盈路东北侧,4326,西部绿苑
2022,崇明区,三星镇星虹路南侧海洪小学东侧,3300,星虹园
2023,浦东新区,东方路近东三里桥路(东方路2121号旁),3900,南码头花园
2023,浦东新区,博兴路柳埠路路口,4623,博兴园
2023,浦东新区,保利浦开金融中心南侧,4109,花木湾
2023,徐汇区,淮海中路1131号,3300,上音花园
2023,普陀区,真北路华灵路路口,1478,桃花源
2023,杨浦区,国伟路闸殷路交叉路口,5500,国伟路公共绿地
2023,奉贤区,南桥镇育秀路古华路,5700,育秀园
2023,奉贤区,德丰路望园南路东北角,2000,德园
2023,崇明区,堡镇中路向阳路东南角,1725,堡镇文广花园
2023,崇明区,长兴镇创建村村委会北侧,3522,创建园
2024,浦东新区,百业路（海科路-中科路）中隔带,5375,百业园
2024,浦东新区,杨高路龙阳路立交、北匝道内圈,3613,桥荫里·樱花园
2024,徐汇区,乐山新村内(乐山路乐山支路),5598,乐山花园
2024,长宁区,中山西路延安西路西南角,6180,银河小游园
2024,静安区,共和新路736号,4206,芷江花园
2024,静安区,昌平路北侧（西康路-常德路）,5223,溪梦园
2024,闵行区,西环路西闵松路北,1700,跃动园
2024,闵行区,平吉路北莲花路东,1641,平吉园
2024,闵行区,剑川路莲花南路东北角,7631,泾彩苑
2024,奉贤区,南桥镇人民政府南侧,4278,锦绣园
2024,奉贤区,南桥镇人民政府东侧,1668,丹枫园
2024,金山区,东贤路金张公路西南角,3450,仙女花园
2024,青浦区,城中东路以北，保安路以西,3800,横卯泾绿地
2024,崇明区,长兴镇创建村村委会北侧,3522,创建园
2024,崇明区,城桥镇西引路中段东侧（南至人民路，北至北门路 ）,3259,城西公园
2024,崇明区,东至古瀛饭店、西至前卫村马场,5800,古瀛艺术园
2024,浦东新区,祥科路百业路西南角,3736,无尽花园
2024,奉贤区,南桥镇贝港西侧（解放西路-南中路）,4235,海棠园
2021,黄浦区,南临交通银行、西临中山南路东接外马路,1616,藤蔓花园
2021,徐汇区,中山南二路151号,1152,报业花园
2021,徐汇区,衡山路建国西路路口,1455,衡山花园
2021,静安区,胶州路安远路路口,970,音花园
2021,闵行区,沪闵路以西，申北路以北,6100,金竹休闲绿地
2022,浦东新区,世纪大道陆家嘴环路,7500,世纪大道柳园
2022,浦东新区,五莲路凌河路北侧,7900,精彩园
2022,黄浦区,半淞园路南浦大桥下,3594,蓝调花园
2022,长宁区,虹桥路中山西路路口（第一中级人民法院对面）,2588,松枫园
2022,普陀区,古浪路桃浦西路东南角,2714,彩丘园
2022,杨浦区,军工路1310号,5000,军工路环岛绿地
2022,杨浦区,密云路松花江路路口,1700,彩花园
2022,闵行区,合川路西侧，东兰路至平南路,5000,合川醉妍园
2022,青浦区,城中东路以北，保安路以西,3800,横卯泾绿地
2022,崇明区,鼓浪屿路、育麟桥路口,5000,鼓浪屿路口街心公园
2023,浦东新区,博山东路枣庄路东南角,8000,金杨科普园
2023,浦东新区,苗圃路羽山路西南角,1840,遇见花园
2023,静安区,光复路长安西路路口,4359,锦绣花园
2023,普陀区,金沙江路丹巴路路口,925,丹巴花园
2023,普陀区,杨柳青路环浜西侧,2098,杏杨园
2023,闵行区,合川路西侧，东兰路至平南路,5000,合川醉妍园
2023,闵行区,江园路向明中学东,4584,锦习园
2023,奉贤区,档案馆西侧,5300,小梅园
2023,奉贤区,南桥镇人民政府南侧,4278,锦绣园
2023,松江区,中山东路普照路东北角,4338,老水厂花园
2023,金山区,蒙山路沪杭公路路口,3600,临蒙花园
2023,崇明区,长兴镇兴甘路（长凯路-长舸路）两侧,7105,长涛绿谷
2024,浦东新区,拱极路政海路路口,3040,凤景园
2024,浦东新区,三林路北侧（凌兆路530弄小区南侧）,5876,伴景园
2024,黄浦区,半淞园路南浦大桥下,3594,蓝调花园
2024,黄浦区,复兴中路瑞金二路路口,1848,民防苑治愈花园
2024,徐汇区,中山南二路151号,1152,报业花园
2024,徐汇区,衡山路建国西路路口,1455,衡山花园
2024,徐汇区,漕溪立交西北侧,8300,乐汇小游园
2024,徐汇区,浦北路桂林路西北角,3329,棠角花园
2024,普陀区,古浪路桃浦西路东南角,2714,彩丘园
2024,虹口区,四平路西侧（邢家桥北路-海伦路）,3116,百草园
2024,闵行区,中春路疏影路（富林苑中区入口）,1793,灵动园
2024,闵行区,东闸路闵松路西北角,4179,鸣翠林
2024,闵行区,浦江路沪闵路东北角,2093,渡口绿园
2024,宝山区,逸仙小区南小门外西侧,1215,青石小游园
2024,松江区,嘉松公路西侧、大学城地铁站跨线桥北侧,6000,三湘园
2024,金山区,卫零路龙胜路路口,2276,玲珑花园
2024,崇明区,长兴镇兴甘路（长凯路-长舸路）两侧,7105,长涛绿谷
2024,崇明区,前竖公路草港公路东南角,1500,花香园
2024,崇明区,新申公路唐家湾路东北侧,2856,新河生态花园
2024,浦东新区,永泰路西泰林路西南角,5974,飞龙园
2021,黄浦区,河南南路中华路东北侧,3460,花漾园
2021,徐汇区,高安路衡山路路口,1300,高安花园
2021,静安区,余姚路康定路路口,5300,曹家渡花园
2021,静安区,光复路长安西路路口,4359,锦绣花园
2021,闵行区,南辅路北侧,6600,南辅彩之园
2021,嘉定区,棋盘路永靖路路口,1097,蝶来谷
2022,浦东新区,世纪大道东侧近杨高路,3615,世纪大道栾树园
2022,黄浦区,复兴东路、河南南路口（西南）,3900,小桃园绿地
2022,虹口区,四平路西侧（邢家桥北路-海伦路）,3116,百草园
2022,闵行区,沪闵路以西，申北路以北,6100,金竹休闲绿地
2022,闵行区,永德路北侧、樱桃河路东侧、吴泾派出所西侧,4211,吴泾永德花园
2022,闵行区,季乐路（双鹤浦港西侧）,9850,乐泰滨河公园
2022,嘉定区,南桥镇人民政府南侧,4278,锦绣园
2023,浦东新区,五莲路菏泽路东北角,4412,五莲时光花园
2023,浦东新区,浦东大道苗圃路东南角,1200,泾馨绿地
2023,浦东新区,上海金融交易中心南侧,8000,智慧花园
2023,浦东新区,国耀路博航路西北角,2000,云飞园
2023,黄浦区,龙华东路、西藏南路,6600,龙华东路台地花园
2023,黄浦区,河南南路中华路东北侧,3460,花漾园
2023,徐汇区,乐山新村内(乐山路乐山支路),5598,乐山花园
2023,徐汇区,零陵路天钥桥路路口,4600,天钥桥路小游园
2023,长宁区,安化路凤冈路西北角,1221,愚园怡亭
2023,虹口区,车站北路水电路路口,3327,花溪园
2023,杨浦区,锦州湾路临青路105街坊,1201,锦浩花园
2023,闵行区,沪闵路以西，申北路以北,6100,金竹休闲绿地
2023,闵行区,西环路西闵松路北,1700,跃动园
2023,闵行区,浦锦路联航路路口,5768,锦香园
2023,奉贤区,奉粮路新奉公路东北角,3320,奉粮路小游园
2023,青浦区,保安路东侧（城中新村二村2号门东侧）,1949,玉棠花园
2023,崇明区,东平镇临林风公路北沿公路西北角,4748,风伟苑
2024,浦东新区,凌兆五村居委东侧,3370,吾佳园
2024,浦东新区,沈家弄路金囡幼儿园对面,4143,泾西绿地
2024,浦东新区,博山东路枣庄路东南角,8000,金杨科普园
2024,浦东新区,苗圃路羽山路西南角,1840,遇见花园
2024,浦东新区,世博大道上南路东南角,3100,云朵花园
2024,徐汇区,吴兴路87号,1800,吴兴花园
2024,徐汇区,漕溪路地铁站东侧,6070,凯旋小游园
2024,静安区,长宁路万航渡路西南角,1745,曹家渡绿岛花园
2024,普陀区,子长路延长西路路口,2176,希望园
2024,虹口区,三河路300号甲,8200,三河路300号甲绿地
2024,杨浦区,锦州湾路临青路105街坊,1201,锦浩花园
2024,闵行区,G50北、航东路西,5000,航东春沁园
2024,闵行区,元江路华宁路东南角,8648,悦动花园
2024,闵行区,夏华路许浦港东北角,7794,紫薇园
2024,奉贤区,泽丰路泽园路东南角,900,泽园
2024,松江区,谷阳北路思贤路西北角,6000,信贤园
2024,松江区,思贤路通波路西北角,7980,通贤园
2024,金山区,沪杭公路金一东路路口,3400,月亮湾花园
2024,青浦区,环城东路208号,4000,侨鑫绿地
2024,青浦区,保安路东侧（城中新村二村2号门东侧）,1949,玉棠花园
2024,崇明区,长兴镇先进村委南侧、凤滨路北侧,3285,先进花园
